work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL1037928W,Sakkar̲iya vātil tur̲akkunnu,Sakkar̲iya,2006,"Interviews; Social conditions; History and criticism; Malayalam literature; Authors, Malayalam; Malayalam Authors","Transcripts of interviews with Sakkar̲iya, b. 1945, Malayalam author, chiefly on 20th century Malayalam literature; includes his views on social conditions of 20th century Kerala.",,subject:malayalam_literature
/works/OL1037932W,Islāmika sāhityaṃ malayāḷattil,Ibr̲āhīṃ Bēviñca,1995,History and criticism; Malayalam literature; Islam in literature,Islam in Malayalam literature.,,subject:malayalam_literature
/works/OL1038642W,Dēvadūtikaḷ māññupōvat,Gīta.,1999,Feminist criticism; Feminism and literature; Women authors; Women and literature; History and criticism; Malayalam literature,Critical essays on feminist literature in Malayalam.,,subject:malayalam_literature
/works/OL1042274W,Avalōkanaṃ,Ṣorṇūr Kārttikēyan,1986,History and criticism; Malayalam literature,"Articles, most on the history and evolution of Malayalam literature.",,subject:malayalam_literature
/works/OL1042277W,Ēl̲ucōṭ,Ṣorṇūr Kārttikēyan,1990,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL1050925W,Muyalnāyāṭṭukār,"Paramēśvaran, Si. Ār.",2002,History and criticism; Malayalam literature,Articles on modern Malayalam literature.,,subject:malayalam_literature
/works/OL1050927W,Vipal sandēśaṅṅaḷ,"Paramēśvaran, Si. Ār.",1999,History and criticism; Malayalam literature,Essays on Malayalam literature; includes few poems and short stories.,,subject:malayalam_literature
/works/OL1041525W,Sāhityavuṃ rāṣtr̲iyavuṃ,Pi Gōvindapiḷḷa,1989,Politics and government; History and criticism; Malayalam literature,Essays on Malayalam literature and politics.,,subject:malayalam_literature
/works/OL1038231W,Aṭivērukaḷ,Rāghavavāriyar,1988,"History and criticism; Folk songs, Malayalam; Arts, Indic; Malayalam literature; Indic Arts; Malayalam Folk songs",,,subject:malayalam_literature
/works/OL1038234W,Vāyanayuṭe val̲ikaḷ,Rāghavavāriyar,1998,History and criticism; Malayalam literature,Criticism on Malayalam literature.,,subject:malayalam_literature
/works/OL1047281W,Gavēṣaṇapaddhati,"Pr̲abhākaravāriyar, Ke. Eṃ.",1982,Methodology; Research; Literature; Malayalam literature,"On literary research methodology, with special reference to Malayalam.",,subject:malayalam_literature
/works/OL1050279W,Citayile veḷiccaṃ,"Vijayan, Eṃ. En.",1981,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL1050280W,Kalayuṃ jīvitavuṃ,"Vijayan, Eṃ. En.",1998,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL92421W,Catalogue of Marathi and Gujarati printed books in the library of the British Museum,British Museum. Department of Oriental Printed Books and Manuscripts.,1892,Bibliography; Gujarati language; Marathi language; Marathi literature; Gujarati literature; Imprints; Catalogs,,https://covers.openlibrary.org/b/id/5854406-M.jpg,subject:marathi_literature
/works/OL11182536W,Kaṭāksha,Bhāskara Lakshmaṇa Bhoḷe,2008,Marathi literature; History and criticism; Dalit authors,"Articles, most on 20th century Marathi dalit literature.",,subject:marathi_literature
/works/OL15298725W,Pāṭharākhaṇa,D. T. Bhosale,2008,Marathi literature; History and criticism,Articles on the works of 20th century Marathi authors.,,subject:marathi_literature
/works/OL375670W,Nectar from Indian Saints,Mahīpati,1935,Hindu saints; Marathi literature; Saints,,,subject:marathi_literature
/works/OL3216445W,Kalpatarūce ārava,Ushā Mādhava Deśamukha,2005,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL15315071W,Madhyayugīna santasāhitya,Yusufkhan Mohamadkhan Pathan,2003,History and criticism; Marathi literature; Marathi Religious literature,Study on medieval Marathi religious literature.,,subject:marathi_literature
/works/OL13847048W,Asmitādarśa sūcī,Mīrā Ghāṇḍage,2008,Indexes; Periodicals; Asmitādarśa; Marathi literature; Maratha (Indic people),"Index to Asmitādarśa, Marathi periodical on Marathi literature and Marathi people.",,subject:marathi_literature
/works/OL18677006W,Napekshā,Aśoka Śahāṇe,2008,Marathi literature; Civilization; History and criticism,Articles on Marathi literature and culture.,,subject:marathi_literature
/works/OL299859W,The village had no walls,Vyankatesh Digambar Madgulkar,1958,Marathi literature; Marathi fiction,,https://covers.openlibrary.org/b/id/14910111-M.jpg,subject:marathi_literature
/works/OL62743W,"Santasāhitya, kāhī nirīkshaṇe",Govind Malhar Kulkarni,1994,History and criticism; Marathi Religious literature; Marathi literature,Study on Marathi religious literature; covers period until 1800.,,subject:marathi_literature
/works/OL63616W,Sāhityasamīkshaṇa,Nārāyaṇa Govinda Cāpekara,1914,Marathi literature; Book reviews; History and criticism,Critical study of Marathi literature.,,subject:marathi_literature
/works/OL6312095W,Dīpa-darśana,L. G. Joga,1977,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL4598689W,Sātī grantha,Kr̥shṇarāva Paṇḍharīnātha Deśapāṇḍe,1989,Marathi literature; History and criticism; Mahānubhāva in literature; Mahanubhava in literature,,,subject:marathi_literature
/works/OL5763339W,Manthana,Yaśavanta Sādhu,2002,History and criticism; Marathi Religious literature; Marathi literature,On medieval Marathi religious literature; a study covering the period between 1500-1800.,,subject:marathi_literature
/works/OL6204742W,"Dalita sāhitya, eka ākalana",Bāḷakr̥shṇa Kavaṭhekara,1981,Dalit authors; History and criticism; Marathi literature; Untouchable authors,,,subject:marathi_literature
/works/OL68472W,Prācīna Marāṭhī vāṅmayācā itihāsa,Achyut Narayan Deshpande,1966,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL2314949W,"Pravāsavarṇana, eka vāṅmayaprakāra",Vasanta Sāvanta,1987,Marathi literature; History and criticism; Travel in literature,"Study on the history and development of travel in literature as a literary form in Marathi, 1800-1980.",,subject:marathi_literature
/works/OL2314963W,Sāhityaviveka,"Hātakaṇaṅgalekara, Ma. Da.",1997,Marathi literature; History and criticism,Articles on 20th century Marathi literature.,,subject:marathi_literature
/works/OL1047493W,Vedha r̥ṇānubandhāñcā,Vināyaka Rāmacandra Karandīkara,1993,"Marathi literature; Authors, Marathi; History and criticism; Biography; Marathi Authors",Collective biography of few contemporary Marathi authors.,,subject:marathi_literature
/works/OL11504W,Prastāvanākāra Yaśavantarāva Cavhāṇa,Yashwantrao Balwantrao Chavan,1987,History and criticism; Marathi literature; Prefaces,,,subject:marathi_literature
/works/OL1075613W,Dalita sāhityāce nirāḷepaṇa,Prabhākara Bhā Māṇḍe,1987,Marathi literature; History and criticism; Untouchable authors; Dalit authors,Articles on Dalit literature in Marathi.,,subject:marathi_literature
/works/OL1071294W,Śabdāṅgaṇa,Keśava Meśrāma,1980,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL1047680W,Sāhitya-sãskr̥tī,Subhash Bhende,1999,Marathi literature; Civilization; History and criticism,Articles on Marathi literature and culture.,,subject:marathi_literature
/works/OL306033W,Classical Marāṭhī literature,Shankar Gopal Tulpule,1979,Marathi literature; History and criticism,,https://covers.openlibrary.org/b/id/4374984-M.jpg,subject:marathi_literature
/works/OL331708W,Caritraprabhā,Rāmacandra Cintāmaṇa Ḍhere,1990,"Autobiography; Biography; Biography as a literary form; History and criticism; Marathi Poets; Marathi literature; Poets, Marathi; Saints",Study of Marathi biographical and autobiographical literature.,,subject:marathi_literature
/works/OL336789W,Caritra-ātmacaritra,Avadhut Mahadeo Joshi,1965,Biography as a literary form; Marathi literature; History and criticism; Autobiography,,,subject:marathi_literature
/works/OL337152W,Ājakālace sāhityika,Gangadhar Gopal Gadgil,1980,Criticism and interpretation; Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL337156W,Pāṇyāvaracī akshare,Gangadhar Gopal Gadgil,1979,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL326599W,Jivhāra svānandāce,Vijaya Mangesh Rajadhyaksha,1981,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL310154W,Abhivādana,"Kurundakara, Narahara.",1987,History and criticism; Marathi literature,Articles on some eminent Marathi authors and scholars.,,subject:marathi_literature
/works/OL311169W,Navĩ̄ mulyẽ,Purushottama Yaśavanta Deśapāṇḍe,1946,Marathi literature; History and criticism,Articles on Marathi literature.,,subject:marathi_literature
/works/OL291942W,Vicārasaundarya,Vāmana Malhāra Jośī,1940,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL293195W,Arvācīna Marāṭhī vāṅmayasevaka,Gaṅgādhara Devarāva Khānolakara,1931,"Marathi literature; Dictionaries; Bio-bibliography; Authors, Marathi; Biography; Marathi Authors",Bio-bibliography of modern Marathi literature; arranged alphabetically.,,subject:marathi_literature
/works/OL305214W,Śodhaṇī,Yusufkhan Mohamadkhan Pathan,1975,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL305035W,Vicārayātrā,Dinkar Keshav Bedekar,1975,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL316883W,Śrī. Ke. Kshī. vāṅmayīna lekhasaṅgraha,Shrikrishna Keshav Kshirsagar,1984,History and criticism; Marathi literature,"Articles, chiefly on Marathi literature.",,subject:marathi_literature
/works/OL359048W,Bhāvagandha,"Deshmukh, Madhao Gopal",1967,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL359049W,Sāhitya-tolana,"Deshmukh, Madhao Gopal",1974,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL352488W,Pāṭaṇakarã̄cī saundaryamīmã̄sā,"Prabhakar Atmaram Padhye (1909 - 22 March 1984, Pune)",1977,Aesthetics; History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL344196W,Āsvāda āṇi samīkshā,Vithal Shankar Pargaonkar,1989,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL340098W,Tāratamya,Sakharam Gangadhar Malshe,1987,History and criticism; Marathi literature,"Articles, chiefly on Marathi literature.",,subject:marathi_literature
/works/OL3216454W,Sāhityamudrā,Ushā Mādhava Deśamukha,1990,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL3216813W,Dalita sāhitya cintana,Yaśavanta Manohara,1988,Marathi literature; History and criticism; Untouchable authors; Dalit authors,,,subject:marathi_literature
/works/OL3216815W,"Sāhitya, bāndhilakī āṇi vidroha",Yaśavanta Manohara,1987,Marathi literature; History and criticism; Dalit authors,"Articles, most on 20th century Marathi literature by Dalit authors.",,subject:marathi_literature
/works/OL301967W,Samāntara,Aravind Vishnu Gokhale,1977,"Marathi literature; Authors, Marathi; History and criticism; Biography; Marathi Authors",,,subject:marathi_literature
/works/OL297947W,Gudde āṇi gudagulyā,Prahlad Keshav Atre,1980,Marathi literature; History and criticism; Biography,,,subject:marathi_literature
/works/OL297955W,Mudde āṇi gudde,Prahlad Keshav Atre,1972,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL290495W,Mājhe āvaḍate lekhaka,Gajanan Tryambak Madkholkar,1939,"Marathi literature; Authors, Marathi; History and criticism; Marathi Authors",Study of some select Marathi authors.,,subject:marathi_literature
/works/OL290498W,Sāhitya-samasyā,Gajanan Tryambak Madkholkar,1972,Marathi literature,,,subject:marathi_literature
/works/OL290499W,Vilāpikā,Gajanan Tryambak Madkholkar,1927,"History and criticism; Marathi literature; Marathi poetry; Elegiac poetry, English; English Elegiac poetry",On elegy and study of Marathi elegies.,,subject:marathi_literature
/works/OL290500W,Vāñmaya-vilāsa,Gajanan Tryambak Madkholkar,1937,Book reviews; Marathi literature; History and criticism; Marathi imprints,Collection of Marathi book-reviews.,,subject:marathi_literature
/works/OL3885238W,"Navyā vāṭā, navī vaḷaṇe",Bī Raṅgarāva,1989,Dalits; History and criticism; Marathi Authors; Marathi literature; Political and social views; Untouchables,,,subject:marathi_literature
/works/OL3884124W,"Dalita sāhitya, diśā āṇi diśāntara",Dattā Bhagata,1992,Dalit authors; History and criticism; Marathi literature; Untouchable authors,On Marathi Dalit literature.,,subject:marathi_literature
/works/OL43403W,Marāṭhī śabdasamīkshā,M. S. Kanade,1989,History and criticism; Marathi literature,,,subject:marathi_literature
/works/OL43405W,Santāñcī he bheṭī,M. S. Kanade,1991,History and criticism; Marathi Religious literature; Marathi literature,Study on medieval Marathi religious literature.,,subject:marathi_literature
/works/OL4421813W,"Sāvitrībāī Phule, samagra vāṅmaya",Sāvitrībāī Phule,1988,Marathi literature,,,subject:marathi_literature
/works/OL44760W,"Grāmīṇatā, sāhitya āṇi vāstava",Anand Yadav,1981,History and criticism; Marathi literature; Rural conditions,,,subject:marathi_literature
/works/OL44099W,Sāhityātīla prītī āṇi bhaktī,Muralidhar Jawadekar,1977,Marathi literature; History and criticism; Love in literature; Bhakti in literature,,,subject:marathi_literature
/works/OL15315069W,"Sāhitya, āśaya āṇi āvishkāra",Mahāvīra Jondhaḷe,2002,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL15315075W,Deśīyatā te jāgatīkaraṇa,Madana Kulakarṇī,2008,Marathi literature; History and criticism; Nationalism in literature; Globalization in literature,Study on nationalism and globalization in Marathi literature.,,subject:marathi_literature
/works/OL15065767W,Marāṭhī sãśodhanavidyā,Ushā Mādhava Deśamukha,1994,Marathi literature; Research,,,subject:marathi_literature
/works/OL18736549W,Gomantakīya sāhityātīla śodhasthaḷe,Bāḷakr̥shṇajī Kānolakara,2008,Marathi literature; History and criticism,Articles on Marathi literature from Goa.,,subject:marathi_literature
/works/OL18744846W,"Sāhitya, śabda āṇi artha",Pralhāda Vaḍera,2008,Marathi literature; History and criticism,Articles on Marathi literature.,,subject:marathi_literature
/works/OL1626121W,Amlāna,Maṅgeśa Viṭṭhala Rājādhyaksha,1983,Marathi literature; History and criticism,Articles on Marathi literature.,,subject:marathi_literature
/works/OL1769741W,Vicāradhārā,"Khāṇḍekara, Vi. Sa.",1991,Marathi literature; History and criticism,Selected prefaces written for various Marathi books.,,subject:marathi_literature
/works/OL1776140W,Ṭīkāsvayãvara,Bhālacandra Nemāḍe,1990,Marathi literature; History and criticism,,,subject:marathi_literature
/works/OL1776141W,Nativism =,Bhālacandra Nemāḍe,2009,Marathi literature; History and criticism; Nativism in literature,Four lectures delivered by the author at the Indian Institute of Advanced Study in 2007 on literary criticism.,https://covers.openlibrary.org/b/id/13543896-M.jpg,subject:marathi_literature
